;;;;;;Ассортимент;;;;;Ассортимент США;;;;;;Краткие описания;;;;;;ID_CISS;;;;;;;;;;ID_PRINTER_CISS;;;;;;;;;;;ID_PRINTER_RC;;;;;;;;;;ID_SVODNAY_CISS;;;;;;;;ID_CARTRIDGE;;;;;;;;ID_CARTRIDGE_SVODNAYA;;;;;;;;ID_INK_SET;;;;;;;;ID_INK_SEPARETED;;;;;;;;Фильтр поиска по модели;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Цены на официальном сайте;;;;;;;;;;;;Цены на пустые СНПЧ;;;;;;;;;;Цены на пустые ПЗК;;;;;;;;;;Цены на Чернила 100 мл;;;;Цены на принтеры;;;;;;;;;;Цена на оригиналы;;;;;;Наличие на складе Принтеров;;Наличие на складе СНПЧ;;Наличие на складе ПЗК;;Наличие на складе чернил;;;;;
1381;691;5;6915;HP Deskjet D1338;;;;;;;;;;;;;;;;;;;5465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;715;715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;D1338;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;816/821;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1382;691;6;6916;HP Deskjet 3938;;;;;;;;;;;;;;;;;;;5466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;715;715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3938;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1383;691;7;6917;HP Deskjet 3918;;;;;;;;;;;;;;;;;;;5467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;715;715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3918;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1384;691;8;6918;HP Deskjet 3748 ;;;;;;;;;;;;;;;;;;;5468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;715;715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3748;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1385;691;9;6919;HP Deskjet 3743 ;;;;;;;;;;;;;;;;;;;5469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;715;715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3743;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386;691;10;69110;HP Deskjet 3558;;;;;;;;;;;;;;;;;;;5470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;715;715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3558;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;нет цен;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1387;691;11;69111;HP Deskjet 3538;;;;;;;;;;;;;;;;;;;5471;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;715;715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3538;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1388;691;12;69112;HP Deskjet 3848;;;;;;;;;;;;;;;;;;;5472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;715;715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3848;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1389;691;13;69113;HP Deskjet 3838 ;;;;;;;;;;;;;;;;;;;5473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3838;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1390;691;14;69114;HP Deskjet 3668;;;;;;;;;;;;;;;;;;;5474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3668;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1391;691;15;69115;HP Deskjet 3658 ;;;;;;;;;;;;;;;;;;;5475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3658;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1392;691;16;69116;HP Photosmart 7458;;;;;;;;;;;;;;;;;;;5476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Photosmart;7458;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1393;691;17;69117;HP Photosmart 7268;;;;;;;;;;;;;;;;;;;5477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Photosmart;7268;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;1;1;1;1;0;;0;да;нет;нет;нет;нет;75 г /м2;236;;;;Windows, Mac OS;462x173x387 мм;5 Вт;;12;;;;;;;;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1394;691;18;69118;HP Deskjet F388;;;;;;;;;;;;;;;;;;;5478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;F388;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1395;691;19;69119;HP Deskjet F378;;;;;;;;;;;;;;;;;;;5479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;F378;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1396;691;20;69120;HP Deskjet F2188;;;;;;;;;;;;;;;;;;;5480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;F2188;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1397;691;21;69121;HP PSC 1408;;;;;;;;;;;;;;;;;;;5481;;8383;;6546;;;;;;;;;;;;;;;;;;;;;;;;;;;352;352;352;352;352;352;352;352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp; PSC;PSC 1408;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1398;691;22;69122;HP PSC 1406;;;;;;;;;;;;;;;;;;;5482;;8382;;6547;;;;;;;;;;;;;;;;;;;;;;;;;;;352;352;352;;352;352;352;352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp; PSC;PSC 1406;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1399;691;23;69123;HP PSC 1318;;;;;;;;;;;;;;;;;;;5483;;;;6548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp; PSC;PSC 1318;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400;691;24;69124;HP PSC 1218;;;;;;;;;;;;;;;;;;;5484;;;;6549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp; PSC;PSC 1218;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;45/78;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401;691;25;69125;HP PSC 1118 ;;;;;;;;;;;;;;;;;;;5485;;;;6550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp; PSC;PSC 1118 ;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1402;691;26;69126;HP Officejet 4338 ;;;;;;;;;;;;;;;;;;;5486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Officejet;4338;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1403;691;27;69127;HP Officejet 4308;;;;;;;;;;;;;;;;;;;5487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Officejet;4308;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;21/22;;;4;33,9;35,9;143,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1404;692;28;69228;HP Deskjet 3747;;;;;;;;;;;;;;;;;;;5488;;8205;;;;;;538;538;;;;;;;;;;;;;;;;;;;;;;134/538;538/134;538;538;538;538;538;538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3747;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;27/28 ;;;4;33,9;35,9;143,6;;4222;906;497000;21828;2235;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1405;692;29;69229;HP Deskjet 3745 ;;;;;;;;;;;;;;;;;;;5489;;8204;;;;;;538;538;;;;;;;;;;;;;;;;;;;;;;134/539;538/135;538;538;538;538;538;538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3745;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;27/28 ;;;4;33,9;35,9;143,6;;4222;906;497000;21828;2235;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1406;692;30;69230;HP Deskjet 3744 ;;;;;;;;;;;;;;;;;;;5490;;8203;;;;;;538;538;;;;;;;;;;;;;;;;;;;;;;134/540;538/136;538;538;538;538;538;538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3744;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;27/28 ;;;4;33,9;35,9;143,6;;4222;906;497000;21828;2235;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1407;692;31;69231;HP Deskjet 3740;;;;;;;;;;;;;;;;;;;5491;;8202;;;;;;538;538;;;;;;;;;;;;;;;;;;;;;;134/541;538/137;538;538;538;538;538;538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3740;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;27/28 ;;;4;33,9;35,9;143,6;;4222;906;497000;21828;2235;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408;692;32;69232;HP Deskjet 3550;;;;;;;;;;;;;;;;;;;5492;;8198;;;;;;538;538;;;;;;;;;;;;;;;;;;;;;;134/542;538/138;538;538;538;538;538;538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3550;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;1;1;1;1;0;;0;да;нет;нет;нет;нет;65г/м2;200г/м?;;;"416 сопел, максимальная частота генерации капель 18 кГц; цветная: 300 сопел, максимальная частота генерации капель 21 кГц";"Windows 98, Me, 2000, XP; Mac OS 9.1 и выше, OS X v10.1 и выше";422 x 142 x 182 мм;25 ватт при печати, 5,25 ватта в режиме ожидания;;12;;;;;;;;;;;;;;27/28 ;;;4;33,9;35,9;143,6;;4222;906;497000;21828;2235;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1409;692;33;69233;HP Deskjet 3535;;;;;;;;;;;;;;;;;;;5493;;8197;;;;;;538;538;;;;;;;;;;;;;;;;;;;;;;134/543;538/139;538;538;538;538;538;538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3535;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;27/28 ;;;4;33,9;35,9;143,6;;4222;906;497000;21828;2235;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1410;692;34;69234;HP Deskjet 3520;;;;;;;;;;;;;;;;;;;5494;;8196;;;;;;538;538;;;;;;;;;;;;;;;;;;;;;;134/544;538/140;538;538;538;538;538;538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3520;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;1;1;1;1;0;;0;да;нет;нет;нет;нет;65г/м2;200г/м?;;;;Windows 98/Me/2000/XP, Mac OS 9.1 и выше;;25 Вт;41.9 дБ(A);12;;;;;;;;;;;;;;27/28 ;;;4;33,9;35,9;143,6;;4222;906;497000;21828;2235;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1411;692;35;69235;HP Deskjet 3450;;;;;;;;;;;;;;;;;;;5495;;8195;;;;;;538;538;;;;;;;;;;;;;;;;;;;;;;134/545;538/141;538;538;538;538;538;538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3450;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;27/28 ;;;4;33,9;35,9;143,6;;4222;906;497000;21828;2235;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1412;692;36;69236;HP Deskjet 3425;;;;;;;;;;;;;;;;;;;5496;;8194;;;;;;537;537;;;;;;;;;;;;;;;;;;;;;;537;537;537;;538;537;537;537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3425;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;27/28 ;;;4;33,9;35,9;143,6;;4222;906;748200;21828;2235;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1413;692;37;69237;HP Deskjet 3420 ;;;;;;;;;;;;;;;;;;;5497;;8193;;;;;;537;537;;;;;;;;;;;;;;;;;;;;;;537;537;537;;538;537;537;537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3420;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;1;1;1;1;0;;0;да;нет;нет;нет;нет;75;200г/м?;;;"416 сопел, максимальная частота генерации капель - 18 КГц; цветные чернила: 300 сопел, максимальная частота генерации капель - 21 КГц";Windows, Mac OS;422x142x182 мм;23 Вт;47 дБ;12;;;;;;;;;;;;;;27/28 ;;;4;33,9;35,9;143,6;;4222;906;748200;21828;2235;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1414;692;38;69238;HP Deskjet 3325;;;;;;;;;;;;;;;;;;;5498;;8192;;;;;;537;537;;;;;;;;;;;;;;;;;;;;;;537;537;537;;538;537;537;537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3325;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;27/28 ;;;4;33,9;35,9;143,6;;4222;906;748200;21828;2235;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1415;692;39;69239;HP Deskjet 3323;;;;;;;;;;;;;;;;;;;5499;;8191;;;;;;537;537;;;;;;;;;;;;;;;;;;;;;;537;537;537;;538;537;537;537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3323;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;27/28 ;;;4;33,9;35,9;143,6;;4222;906;748200;21828;2235;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1416;692;40;69240;HP Deskjet 3322;;;;;;;;;;;;;;;;;;;5500;;8190;;;;;;537;537;;;;;;;;;;;;;;;;;;;;;;537;537;537;;538;537;537;537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3322;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;27/28 ;;;4;33,9;35,9;143,6;;4222;906;748200;21828;2235;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1417;692;41;69241;HP Deskjet 3320;;;;;;;;;;;;;;;;;;;5501;;8189;;;;;;537;537;;;;;;;;;;;;;;;;;;;;;;537;537;537;;538;537;537;537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3320;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;27/28 ;;;4;33,9;35,9;143,6;;4222;906;748200;21828;2235;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1418;692;42;69242;HP Deskjet 3847;;;;;;;;;;;;;;;;;;;5502;;8213;;;;;;195;195;;;;;;;;;;;;;;;;;;;;;;195/537;537/195;195/537;195/537;537/195;537/195;195/537;537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3847;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;27/28 ;;;4;33,9;35,9;143,6;;4333;938;458500;22402;2460;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1419;692;43;69243;HP Deskjet 3845;;;;;;;;;;;;;;;;;;;5503;;8212;;;;;;196;196;;;;;;;;;;;;;;;;;;;;;;195/538;537/196;195/537;195/537;537/195;537/195;195/538;538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3845;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;1;1;1;1;0;;0;да;нет;нет;нет;нет;65г/м2;200г/м?;;;;"Microsoft? Windows? 98, 98 SE, Me, 2000 (Professional или ХР) Mac OS v 9.1 и последующие версии; Mac OS X v 10.1.5, v 10.2.3, v 10.3.x";"429,2x206,2x143,5 мм;";25 Вт в среднем при печати, 5,25 Вт (макс.) в режиме ожидания;;12;;;;;;;;;;;;;;27/28 ;;;4;33,9;35,9;143,6;;4333;938;458500;22402;2460;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1420;692;44;69244;HP Deskjet 3843;;;;;;;;;;;;;;;;;;;5504;;8211;;;;;;197;197;;;;;;;;;;;;;;;;;;;;;;195/539;537/197;195/537;195/537;537/195;537/195;195/539;539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3843;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;27/30;;;4;33,9;35,9;143,6;;4333;938;458500;22402;2460;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1421;692;45;69245;HP Deskjet 3840;;;;;;;;;;;;;;;;;;;5505;;8210;;;;;;198;198;;;;;;;;;;;;;;;;;;;;;;195/540;537/198;195/537;195/537;537/195;537/195;195/540;540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3840;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;1;1;1;1;0;;0;да;нет;нет;нет;нет;65г/м2;280 г/м2;;;;"Для всех систем: привод CD-ROM, свободный порт USB, рекомендуется доступ в Интернет и звуковая карта, монитор SVGA (800 x 600, глубина цвета 16 бит). Для систем PC: процессор Intel® Pentium® II или аналогичный; Microsoft® Windows® 98, 98 SE, Me, 2000 Professional или XP; ОЗУ 64 Мб для Microsoft Windows 98, 98 SE, Me, 2000; ОЗУ 128 Мб для Microsoft Windows XP; 100 Мб свободного места на жёстком диске для установки ПО; Microsoft Internet Explorer 5 или выше (отсутствует поддержка Windows 3.1, 95, NT 4.0 и DOS). Для систем Macintosh: процессор G3; Mac OS v 9.1 и 9.2.2, OS X v 10.1.5, v 10.2.3, v 10.3.x; ОЗУ 128 Мб; 75 Мб свободного места на жёстком диске для установки ПО (отсутствует поддержка Mac OS 9.0 и предыдущих версий, а также OS X v 10.2, v 10.2.1, v 10.2.2)";480 x 273 x 197 мм;25 Вт в среднем при печати, 5,25 Вт в среднем в режиме ожидания;;12;;;;;;;;;;;;;;27/28 ;;;4;33,9;35,9;143,6;;4333;938;458500;22402;2460;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1422;692;46;69246;HP Deskjet 3651;;;;;;;;;;;;;;;;;;;5506;;8201;;;;;;199;199;;;;;;;;;;;;;;;;;;;;;;195/541;537/199;195/537;195/537;537/195;537/195;195/541;541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3651;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;27/28 ;;;4;33,9;35,9;143,6;;4333;938;458500;22402;2460;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1423;692;47;69247;HP Deskjet 3650;;;;;;;;;;;;;;;;;;;5507;;8200;;;;;;200;200;;;;;;;;;;;;;;;;;;;;;;195/542;537/200;195/537;195/537;537/195;537/195;195/542;542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3650;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;1;1;1;1;0;;0;да;нет;нет;нет;нет;;;;;;"Windows 98, Me, 2000 Professional, XP Home и Professional; Mac OS 9.1, X";492 x 144 x 206 мм;25 ватт при печати, 5,25 ватта в режиме ожидания;46 дБ;12;;;;;;;;;;;;;;27/28 ;;;4;33,9;35,9;143,6;;4333;938;458500;22402;2460;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1424;692;48;69248;HP Deskjet 3620 ;;;;;;;;;;;;;;;;;;;5508;;8199;;;;;;201;201;;;;;;;;;;;;;;;;;;;;;;195/543;537/201;195/537;195/537;537/195;537/195;195/543;543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;hp;Deskjet;3620;;;;;;;;;;;;;;;;;;;;;A4;;;;;;;;;1;1;1;1;0;;0;да;нет;нет;нет;нет;;;;;;"Windows 98, Me, 2000, XP; Mac OS 9.0 и выше, OS X v10.1 и выше";42.2 x 14.2 x 18.3 см;23 ватта при печати, 8 ватт в режиме ожидания;;12;;;;;;;;;;;;;;27/28 ;;;4;33,9;35,9;143,6;;4333;938;458500;22402;2460;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
